Series Name,Source File(s),Category
"Gross PSD, Public Sector, Long-term, With payment due in more than one year, Loans, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Public Sector, Long-term, With payment due in more than one year, Other accounts payable, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Public Sector, Long-term, With payment due in more than one year, Special Drawing Rights, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Public Sector, Long-term, With payment due in one year or less, All instruments, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Public Sector, Long-term, With payment due in one year or less, Currency and deposits, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Public Sector, Long-term, With payment due in one year or less, Debt securities, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Public Sector, Long-term, With payment due in one year or less, Insurance, pensions, and standardized guarantee schemes, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Public Sector, Long-term, With payment due in one year or less, Loans, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Public Sector, Long-term, With payment due in one year or less, Other accounts payable, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Public Sector, Short-term, All instruments, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Public Sector, Short-term, Currency and deposits, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Public Sector, Short-term, Debt securities, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Public Sector, Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Public Sector, Short-term, Loans, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Public Sector, Short-term, Other accounts payable, Nominal Value, National Currency",QPSD,Economical_Indicators
"Gross PSD, Total, All maturities, All instruments, Domestic currency, Nominal Value, US$",QPSD,Economical_Indicators
"Gross PSD, Total, All maturities, All instruments, Foreign currency, Nominal Value, US$",QPSD,Economical_Indicators
"Gross PSD, Total, All maturities, All instruments, Nominal Value, US$",QPSD,Economical_Indicators
"Gross PSD, Total, All maturities, Currency and deposits, Nominal Value, US$",QPSD,Economical_Indicators
"Gross PSD, Total, All maturities, Debt securities, Nominal Value, US$",QPSD,Economical_Indicators
"Gross PSD, Total, All maturities, Special Drawing Rights, Nominal Value, US$",QPSD,Economical_Indicators
"Gross PSD, Total, Long-term, All instruments, Nominal Value, US$",QPSD,Economical_Indicators
"Gross PSD, Total, Long-term, With payment due in more than one year, All instruments, Nominal Value, US$",QPSD,Economical_Indicators
"Gross PSD, Total, Long-term, With payment due in more than one year, Currency and deposits, Nominal Value, US$",QPSD,Economical_Indicators
"Gross PSD, Total, Long-term, With payment due in more than one year, Debt securities, Nominal Value, US$",QPSD,Economical_Indicators
"Gross PSD, Total, Long-term, With payment due in more than one year, Special Drawing Rights, Nominal Value, US$",QPSD,Economical_Indicators
"Gross PSD, Total, Long-term, With payment due in one year or less, All instruments, Nominal Value, US$",QPSD,Economical_Indicators
"Gross PSD, Total, Long-term, With payment due in one year or less, Currency and deposits, Nominal Value, US$",QPSD,Economical_Indicators
"Gross PSD, Total, Long-term, With payment due in one year or less, Debt securities, Nominal Value, US$",QPSD,Economical_Indicators
"Gross PSD, Total, Short-term, All instruments, Nominal Value, US$",QPSD,Economical_Indicators
"Gross PSD, Total, Short-term, Currency and deposits, Nominal Value, US$",QPSD,Economical_Indicators
"Gross PSD, Total, Short-term, Debt securities, Nominal Value, US$",QPSD,Economical_Indicators
Gross domestic income (constant LCU),WDI,Economical_Indicators
Gross domestic savings (% of GDP),WDI,Economical_Indicators
Gross national expenditure (% of GDP),WDI,Economical_Indicators
Gross national expenditure (constant 2015 US$),WDI,Economical_Indicators
Gross national expenditure (constant LCU),WDI,Economical_Indicators
Gross national expenditure (current LCU),WDI,Economical_Indicators
Gross national expenditure (current US$),WDI,Economical_Indicators
Gross national expenditure deflator (base year varies by country),WDI,Economical_Indicators
Gross savings (% of GDP),WDI,Economical_Indicators
Gross savings (% of GNI),WDI,Economical_Indicators
Gross value added at basic prices (GVA) (constant 2015 US$),WDI,Economical_Indicators
Gross value added at basic prices (GVA) (constant LCU),WDI,Economical_Indicators
Gross value added at basic prices (GVA) (current LCU),WDI,Economical_Indicators
Gross value added at basic prices (GVA) (current US$),WDI,Economical_Indicators
High-technology exports (% of manufactured exports),WDI,Economical_Indicators
High-technology exports (current US$),WDI,Economical_Indicators
Households and NPISHs Final consumption expenditure (annual % growth),WDI,Economical_Indicators
Households and NPISHs Final consumption expenditure (constant 2015 US$),WDI,Economical_Indicators
Households and NPISHs Final consumption expenditure (constant LCU),WDI,Economical_Indicators
Households and NPISHs Final consumption expenditure (current LCU),WDI,Economical_Indicators
Households and NPISHs Final consumption expenditure (current US$),WDI,Economical_Indicators
Households and NPISHs Final consumption expenditure per capita (constant 2015 US$),WDI,Economical_Indicators
Households and NPISHs Final consumption expenditure per capita growth (annual %),WDI,Economical_Indicators
"Households and NPISHs Final consumption expenditure, PPP (constant 2021 international $)",WDI,Economical_Indicators
"Households and NPISHs Final consumption expenditure, PPP (current international $)",WDI,Economical_Indicators
Households and NPISHs final consumption expenditure (% of GDP),WDI,Economical_Indicators
Households and NPISHs final consumption expenditure: linked series (current LCU),WDI,Economical_Indicators
ICT goods exports (% of total goods exports),WDI,Economical_Indicators
ICT goods imports (% total goods imports),WDI,Economical_Indicators
"ICT service exports (% of service exports, BoP)",WDI,Economical_Indicators
"ICT service exports (BoP, current US$)",WDI,Economical_Indicators
Imports of goods and services (% of GDP),WDI,Economical_Indicators
"Imports of goods and services (BoP, current US$)",WDI,Economical_Indicators
Imports of goods and services (annual % growth),WDI,Economical_Indicators
Imports of goods and services (constant 2015 US$),WDI,Economical_Indicators
Imports of goods and services (constant LCU),WDI,Economical_Indicators
Imports of goods and services (current LCU),WDI,Economical_Indicators
Imports of goods and services (current US$),WDI,Economical_Indicators
"Imports of goods, services and primary income (BoP, current US$)",WDI,Economical_Indicators
Income share held by fourth 20%,WDI,Economical_Indicators
Income share held by highest 10%,WDI,Economical_Indicators
Income share held by highest 20%,WDI,Economical_Indicators
Income share held by lowest 10%,WDI,Economical_Indicators
Income share held by lowest 20%,WDI,Economical_Indicators
Income share held by second 20%,WDI,Economical_Indicators
Income share held by third 20%,WDI,Economical_Indicators
"Industry (including construction), value added (% of GDP)",WDI,Economical_Indicators
"Industry (including construction), value added (annual % growth)",WDI,Economical_Indicators
"Industry (including construction), value added (constant 2015 US$)",WDI,Economical_Indicators
"Industry (including construction), value added (constant LCU)",WDI,Economical_Indicators
"Industry (including construction), value added (current LCU)",WDI,Economical_Indicators
"Industry (including construction), value added (current US$)",WDI,Economical_Indicators
"Industry (including construction), value added per worker (constant 2015 US$)",WDI,Economical_Indicators
"Inflation, GDP deflator (annual %)",WDI,Economical_Indicators
"Inflation, GDP deflator: linked series (annual %)",WDI,Economical_Indicators
"Inflation, consumer prices (annual %)",WDI,Economical_Indicators
"International tourism, expenditures (% of total imports)",WDI,Economical_Indicators
"International tourism, expenditures (current US$)",WDI,Economical_Indicators
"International tourism, expenditures for passenger transport items (current US$)",WDI,Economical_Indicators
"International tourism, expenditures for travel items (current US$)",WDI,Economical_Indicators
"International tourism, number of arrivals",WDI,Economical_Indicators
"International tourism, number of departures",WDI,Economical_Indicators
"International tourism, receipts (% of total exports)",WDI,Economical_Indicators
"International tourism, receipts (current US$)",WDI,Economical_Indicators
"International tourism, receipts for passenger transport items (current US$)",WDI,Economical_Indicators
"International tourism, receipts for travel items (current US$)",WDI,Economical_Indicators
Land under cereal production (hectares),WDI,Economical_Indicators
"Lead time to export, median case (days)",WDI,Economical_Indicators
"Lead time to import, median case (days)",WDI,Economical_Indicators
Machinery and transport equipment (% of value added in manufacturing),WDI,Economical_Indicators
Manufactures exports (% of merchandise exports),WDI,Economical_Indicators
Manufactures imports (% of merchandise imports),WDI,Economical_Indicators
"Manufacturing, value added (% of GDP)",WDI,Economical_Indicators
"Manufacturing, value added (annual % growth)",WDI,Economical_Indicators
"Manufacturing, value added (constant 2015 US$)",WDI,Economical_Indicators
"Manufacturing, value added (constant LCU)",WDI,Economical_Indicators
"Manufacturing, value added (current LCU)",WDI,Economical_Indicators
"Manufacturing, value added (current US$)",WDI,Economical_Indicators
Medium and high-tech exports (% manufactured exports),WDI,Economical_Indicators
Medium and high-tech manufacturing value added (% manufacturing value added),WDI,Economical_Indicators
Merchandise exports (current US$),WDI,Economical_Indicators
Merchandise exports by the reporting economy (current US$),WDI,Economical_Indicators
"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",WDI,Economical_Indicators
Merchandise exports to economies in the Arab World (% of total merchandise exports),WDI,Economical_Indicators
Merchandise exports to high-income economies (% of total merchandise exports),WDI,Economical_Indicators
Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports),WDI,Economical_Indicators
Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports),WDI,Economical_Indicators
Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports),WDI,Economical_Indicators
Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports),WDI,Economical_Indicators
Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports),WDI,Economical_Indicators
Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),WDI,Economical_Indicators
Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),WDI,Economical_Indicators
Merchandise exports to low- and middle-income economies within region (% of total merchandise exports),WDI,Economical_Indicators
Merchandise imports (current US$),WDI,Economical_Indicators
Merchandise imports by the reporting economy (current US$),WDI,Economical_Indicators
"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",WDI,Economical_Indicators
Merchandise imports from economies in the Arab World (% of total merchandise imports),WDI,Economical_Indicators
Merchandise imports from high-income economies (% of total merchandise imports),WDI,Economical_Indicators
Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),WDI,Economical_Indicators
Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports),WDI,Economical_Indicators
Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports),WDI,Economical_Indicators
Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports),WDI,Economical_Indicators
Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),WDI,Economical_Indicators
Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports),WDI,Economical_Indicators
Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),WDI,Economical_Indicators
Merchandise imports from low- and middle-income economies within region (% of total merchandise imports),WDI,Economical_Indicators
Merchandise trade (% of GDP),WDI,Economical_Indicators
Military expenditure (% of GDP),WDI,Economical_Indicators
Military expenditure (% of general government expenditure),WDI,Economical_Indicators
Military expenditure (current LCU),WDI,Economical_Indicators
Military expenditure (current USD),WDI,Economical_Indicators
Mineral rents (% of GDP),WDI,Economical_Indicators
Natural gas rents (% of GDP),WDI,Economical_Indicators
Net ODA provided to the least developed countries (% of GNI),WDI,Economical_Indicators
"Net ODA provided, total (% of GNI)",WDI,Economical_Indicators
Net ODA received (% of GNI),WDI,Economical_Indicators
"Net ODA received (% of imports of goods, services and primary income)",WDI,Economical_Indicators
"Net incurrence of liabilities, total (% of GDP)",WDI,Economical_Indicators
"Net primary income (BoP, current US$)",WDI,Economical_Indicators
Net primary income (Net income from abroad) (constant LCU),WDI,Economical_Indicators
Net primary income (Net income from abroad) (current LCU),WDI,Economical_Indicators
Net primary income (Net income from abroad) (current US$),WDI,Economical_Indicators
"Net secondary income (BoP, current US$)",WDI,Economical_Indicators
Net secondary income (Net current transfers from abroad) (constant LCU),WDI,Economical_Indicators
Net secondary income (Net current transfers from abroad) (current LCU),WDI,Economical_Indicators
Net secondary income (Net current transfers from abroad) (current US$),WDI,Economical_Indicators
"Net trade in goods (BoP, current US$)",WDI,Economical_Indicators
"Net trade in goods and services (BoP, current US$)",WDI,Economical_Indicators
New businesses registered (number),WDI,Economical_Indicators
Number of visits or required meetings with tax officials (average for affected firms),WDI,Economical_Indicators
Oil rents (% of GDP),WDI,Economical_Indicators
Ores and metals exports (% of merchandise exports),WDI,Economical_Indicators
Ores and metals imports (% of merchandise imports),WDI,Economical_Indicators
Other manufacturing (% of value added in manufacturing),WDI,Economical_Indicators
Other people in need of international protection by country or territory of origin,WDI,Economical_Indicators
Other taxes (% of revenue),WDI,Economical_Indicators
Other taxes (current LCU),WDI,Economical_Indicators
Out-of-pocket expenditure (% of current health expenditure),WDI,Economical_Indicators
Out-of-pocket expenditure per capita (current US$),WDI,Economical_Indicators
"Out-of-pocket expenditure per capita, PPP (current international $)",WDI,Economical_Indicators
"PPP conversion factor, GDP (LCU per international $)",WDI,Economical_Indicators
"PPP conversion factor, private consumption (LCU per international $)",WDI,Economical_Indicators
Population growth (annual %),WDI,Economical_Indicators
Poverty gap at $2.15 a day (2017 PPP) (%),WDI,Economical_Indicators
Poverty gap at $3.65 a day (2017 PPP) (%),WDI,Economical_Indicators
Poverty gap at $6.85 a day (2017 PPP) (%),WDI,Economical_Indicators
Present value of external debt (% of GNI),WDI,Economical_Indicators
"Present value of external debt (% of exports of goods, services and primary income)",WDI,Economical_Indicators
Price level ratio of PPP conversion factor (GDP) to market exchange rate,WDI,Economical_Indicators
"Primary income payments (BoP, current US$)",WDI,Economical_Indicators
"Primary income receipts (BoP, current US$)",WDI,Economical_Indicators
Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),WDI,Economical_Indicators
Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),WDI,Economical_Indicators
"Public and publicly guaranteed debt service (% of exports of goods, services and primary income)",WDI,Economical_Indicators
Research and development expenditure (% of GDP),WDI,Economical_Indicators
"Revenue, excluding grants (% of GDP)",WDI,Economical_Indicators
"Revenue, excluding grants (current LCU)",WDI,Economical_Indicators
Risk of catastrophic expenditure for surgical care (% of people at risk),WDI,Economical_Indicators
Risk of impoverishing expenditure for surgical care (% of people at risk),WDI,Economical_Indicators
"Secondary income receipts (BoP, current US$)",WDI,Economical_Indicators
"Secondary income, other sectors, payments (BoP, current US$)",WDI,Economical_Indicators
"Service exports (BoP, current US$)",WDI,Economical_Indicators
"Service imports (BoP, current US$)",WDI,Economical_Indicators
"Services, value added (% of GDP)",WDI,Economical_Indicators
"Services, value added (annual % growth)",WDI,Economical_Indicators
"Services, value added (constant 2015 US$)",WDI,Economical_Indicators
"Services, value added (constant LCU)",WDI,Economical_Indicators
"Services, value added (current LCU)",WDI,Economical_Indicators
"Services, value added (current US$)",WDI,Economical_Indicators
"Services, value added per worker (constant 2015 US$)",WDI,Economical_Indicators
"Share of tariff lines with international peaks, all products (%)",WDI,Economical_Indicators
"Share of tariff lines with international peaks, manufactured products (%)",WDI,Economical_Indicators
"Share of tariff lines with international peaks, primary products (%)",WDI,Economical_Indicators
"Share of tariff lines with specific rates, all products (%)",WDI,Economical_Indicators
"Share of tariff lines with specific rates, manufactured products (%)",WDI,Economical_Indicators
"Share of tariff lines with specific rates, primary products (%)",WDI,Economical_Indicators
"Short-term debt (% of exports of goods, services and primary income)",WDI,Economical_Indicators
Social contributions (% of revenue),WDI,Economical_Indicators
"Stocks traded, total value (% of GDP)",WDI,Economical_Indicators
"Survey mean consumption or income per capita, bottom 40% of population (2017 PPP $ per day)",WDI,Economical_Indicators
"Survey mean consumption or income per capita, total population (2017 PPP $ per day)",WDI,Economical_Indicators
"Tariff rate, applied, simple mean, all products (%)",WDI,Economical_Indicators
"Tariff rate, applied, simple mean, manufactured products (%)",WDI,Economical_Indicators
"Tariff rate, applied, simple mean, primary products (%)",WDI,Economical_Indicators
"Tariff rate, applied, weighted mean, all products (%)",WDI,Economical_Indicators
"Tariff rate, applied, weighted mean, manufactured products (%)",WDI,Economical_Indicators
"Tariff rate, applied, weighted mean, primary products (%)",WDI,Economical_Indicators
"Tariff rate, most favored nation, simple mean, all products (%)",WDI,Economical_Indicators
"Tariff rate, most favored nation, simple mean, manufactured products (%)",WDI,Economical_Indicators
"Tariff rate, most favored nation, simple mean, primary products (%)",WDI,Economical_Indicators
"Tariff rate, most favored nation, weighted mean, all products (%)",WDI,Economical_Indicators
"Tariff rate, most favored nation, weighted mean, manufactured products (%)",WDI,Economical_Indicators
"Tariff rate, most favored nation, weighted mean, primary products (%)",WDI,Economical_Indicators
Tax revenue (% of GDP),WDI,Economical_Indicators
Tax revenue (current LCU),WDI,Economical_Indicators
Taxes less subsidies on products (constant LCU),WDI,Economical_Indicators
Taxes less subsidies on products (current LCU),WDI,Economical_Indicators
Taxes less subsidies on products (current US$),WDI,Economical_Indicators
Taxes on exports (% of tax revenue),WDI,Economical_Indicators
Taxes on exports (current LCU),WDI,Economical_Indicators
Taxes on goods and services (% of revenue),WDI,Economical_Indicators
Taxes on goods and services (% value added of industry and services),WDI,Economical_Indicators
Taxes on goods and services (current LCU),WDI,Economical_Indicators
"Taxes on income, profits and capital gains (% of revenue)",WDI,Economical_Indicators
"Taxes on income, profits and capital gains (% of total taxes)",WDI,Economical_Indicators
"Taxes on income, profits and capital gains (current LCU)",WDI,Economical_Indicators
Taxes on international trade (% of revenue),WDI,Economical_Indicators
Taxes on international trade (current LCU),WDI,Economical_Indicators
Terms of trade adjustment (constant LCU),WDI,Economical_Indicators
Textiles and clothing (% of value added in manufacturing),WDI,Economical_Indicators
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",WDI,Economical_Indicators
"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",WDI,Economical_Indicators
Total debt service (% of GNI),WDI,Economical_Indicators
"Total debt service (% of exports of goods, services and primary income)",WDI,Economical_Indicators
Total fisheries production (metric tons),WDI,Economical_Indicators
Total reserves in months of imports,WDI,Economical_Indicators
Trade (% of GDP),WDI,Economical_Indicators
Trade in services (% of GDP),WDI,Economical_Indicators
"Trademark applications, nonresident, by count",WDI,Economical_Indicators
"Trademark applications, resident, by count",WDI,Economical_Indicators
Transport services (% of commercial service exports),WDI,Economical_Indicators
Transport services (% of commercial service imports),WDI,Economical_Indicators
"Transport services (% of service exports, BoP)",WDI,Economical_Indicators
"Transport services (% of service imports, BoP)",WDI,Economical_Indicators
Travel services (% of commercial service exports),WDI,Economical_Indicators
Travel services (% of commercial service imports),WDI,Economical_Indicators
"Travel services (% of service exports, BoP)",WDI,Economical_Indicators
"Travel services (% of service imports, BoP)",WDI,Economical_Indicators
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",WDI,Economical_Indicators
